,,,,,,Campos obligatorios incompletos,En caso que el médico intente guardar la prescripción con campos requeridos vacíos.,Cuando el médico intenta confirmar el registro.,El sistema resalta los campos faltantes y muestra mensajes de validación sin guardar la prescripción.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Acceso no autorizado a prescripción,En caso que un usuario sin rol de médico intente registrar o modificar una prescripción.,Cuando el usuario realiza la solicitud.,El sistema rechaza la operación y registra el intento en el log de auditoría.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HU-HCE-02,Como médico.,"Necesito gestionar la historia clínica completa del paciente, registrando evolución clínica y observaciones de cada consulta.",Con la finalidad de tomar decisiones clínicas informadas con base en el historial completo del paciente.,,Registro de evolución clínica,En caso que el médico complete la sección de evolución clínica con observaciones de la consulta.,Cuando el médico guarda el registro de la consulta.,El sistema almacena la evolución como registro inmutable con sello de tiempo y despliega el evento en la línea de tiempo del paciente.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visualización de línea de tiempo,En caso que el médico consulte la historia clínica de un paciente con múltiples consultas registradas.,Cuando el médico accede al historial del paciente.,"El sistema muestra una línea de tiempo cronológica con todas las consultas, diagnósticos y evoluciones registradas.",,,,,,,,,,,,,,,,,,,,,
,,,,,,Intento de modificación de registro inmutable,En caso que el médico intente editar un registro de evolución clínica ya guardado.,Cuando el médico intenta realizar la modificación.,El sistema rechaza la operación y muestra el mensaje 'Los registros clínicos no pueden ser modificados una vez guardados'.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Historia sin consultas previas,En caso que el paciente no tenga consultas registradas en el sistema.,Cuando el médico accede a la historia clínica del paciente.,El sistema muestra la ficha del paciente vacía con el mensaje 'Sin consultas previas registradas'.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HU-HCE-03,Como médico.,"Necesito adjuntar documentos y archivos (PDF, imágenes, DICOM) a la historia clínica del paciente.",Con la finalidad de complementar la evidencia diagnóstica con resultados de laboratorio e imágenes médicas.,,Adjunto de documento exitoso,"En caso que el médico seleccione un archivo en formato válido (PDF, JPEG, PNG, DICOM) vinculado a una consulta.",Cuando el médico confirma la carga del archivo.,"El sistema almacena el documento, lo vincula a la consulta correspondiente y confirma la carga exitosa.",,,,,,,,,,,,,,,,,,,,,
,,,,,,Formato de archivo no permitido,En caso que el médico intente cargar un archivo en un formato no soportado.,Cuando el médico selecciona el archivo e intenta subirlo.,"El sistema rechaza el archivo y muestra el mensaje indicando los formatos permitidos (PDF, JPEG, PNG, DICOM).",,,,,,,,,,,,,,,,,,,,,
,,,,,,Carga sin asociar a consulta,En caso que el médico intente adjuntar un archivo sin seleccionar una consulta de referencia.,Cuando el médico intenta confirmar la carga.,El sistema bloquea la operación y solicita asociar el archivo a una consulta específica antes de continuar.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Consulta de documentos adjuntos,En caso que el médico acceda al detalle de una consulta que tiene documentos adjuntos.,Cuando el médico selecciona la consulta.,"El sistema muestra el listado de archivos adjuntos con nombre, tipo, fecha de carga y opción de visualización.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HU-HCE-04,Como paciente.,Necesito consultar mi propia historia clínica de forma segura.,Con la finalidad de tener control sobre mi información de salud y conocer mis diagnósticos y tratamientos.,,Acceso exitoso a historia propia,En caso que el paciente autenticado acceda a la sección de su historia clínica.,Cuando el paciente selecciona 'Mi historia clínica'.,El sistema muestra únicamente los datos clínicos propios del paciente y registra el acceso en el log de auditoría.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Intento de acceso a historia de otro paciente,En caso que el paciente intente acceder a la historia clínica de otro paciente manipulando parámetros.,Cuando se realiza la solicitud con un identificador diferente al autenticado.,"El sistema rechaza la solicitud, muestra error de acceso no autorizado y registra el intento en el log de auditoría.",,,,,,,,,,,,,,,,,,,,,
,,,,,,Registro de auditoría de acceso,En caso que el paciente consulte su historia clínica.,Cuando el sistema procesa el acceso exitoso.,"El sistema registra automáticamente fecha, hora y usuario que realizó la consulta en el log de auditoría de acceso.",,,,,,,,,,,,,,,,,,,,,
,,,,,,Historia clínica vacía,En caso que el paciente aún no tenga registros clínicos en el sistema.,Cuando el paciente accede a su historia clínica.,El sistema muestra la ficha del paciente con sus datos personales y el mensaje 'No hay registros clínicos disponibles aún'.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HU-FAP-01,Como personal administrativo.,Necesito generar automáticamente recibos de pago al finalizar cada consulta médica.,Con la finalidad de agilizar el proceso de facturación y garantizar el cobro oportuno de los servicios.,,Generación automática de recibo,En caso que una cita cambie al estado 'Completada'.,Cuando el médico actualiza el estado de la cita a 'Completada'.,"El sistema genera automáticamente el recibo con datos del paciente, médico, servicio y monto, disponible para descarga e impresión.",,,,,,,,,,,,,,,,,,,,,
,,,,,,Descarga e impresión del recibo,En caso que el recibo haya sido generado exitosamente.,Cuando el administrativo o paciente selecciona 'Descargar recibo'.,El sistema genera el archivo en formato PDF con todos los datos de la consulta y lo ofrece para descarga inmediata.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Consulta sin recibo generado,En caso que el administrativo busque el recibo de una consulta aún no completada.,Cuando se consulta el recibo.,El sistema muestra el mensaje 'El recibo estará disponible una vez finalizada la consulta'.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Error en generación de recibo,En caso que ocurra un fallo técnico durante la generación automática del recibo.,Cuando el sistema intenta generar el recibo al completar la cita.,El sistema notifica al administrativo del error y permite la regeneración manual del recibo.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Procesamiento exitoso de reembolso,En caso que el administrador apruebe la devolución de un pago con estado 'Pagado'.,Cuando el administrador confirma el reembolso.,"El sistema procesa la devolución, actualiza el estado a 'Reembolsado' y registra la operación con fecha y responsable.",,,,,,,,,,,,,,,,,,,,,
,,,,,,Reembolso sobre pago no pagado,En caso que el administrador intente procesar un reembolso sobre un pago con estado diferente a 'Pagado'.,Cuando el administrador intenta confirmar el reembolso.,El sistema rechaza la operación y muestra el mensaje indicando que solo se pueden reembolsar pagos en estado 'Pagado'.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Consulta de estado de pago,En caso que el administrador necesite verificar el estado actual de un pago específico.,Cuando el administrador busca el pago por ID de cita o paciente.,El sistema muestra el estado actual del pago junto con el historial de cambios registrados.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HU-FAP-03,Como administrador.,"Necesito generar reportes de ingresos y rentabilidad desglosados por médico, especialidad o período.",Con la finalidad de evaluar el desempeño financiero de la clínica y tomar decisiones estratégicas.,,Reporte de ingresos por período,En caso que el administrador seleccione un rango de fechas válido para el reporte.,Cuando el administrador genera el reporte de ingresos.,El sistema presenta el desglose de ingresos por servicio y médico dentro del período seleccionado.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Reporte de ingresos por médico,En caso que el administrador filtre el reporte por un médico específico.,Cuando el administrador aplica el filtro y genera el reporte.,El sistema muestra los ingresos totales y desglosados por tipo de consulta atendida por el médico seleccionado.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Período sin datos de ingresos,En caso que el rango de fechas seleccionado no tenga consultas facturadas.,Cuando el administrador genera el reporte.,El sistema muestra el mensaje 'No hay ingresos registrados para el período seleccionado'.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Exportación del reporte financiero,En caso que el administrador necesite el reporte en formato descargable.,Cuando el administrador selecciona exportar.,"El sistema genera el archivo en el formato seleccionado (PDF, Excel o CSV) y lo ofrece para descarga inmediata.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HU-RPM-01,Como administrador.,Necesito generar estadísticas de demanda médica incluyendo especialidades más solicitadas y diagnósticos frecuentes.,Con la finalidad de optimizar la distribución de recursos y la oferta de atención de la clínica.,,Estadísticas de especialidades más solicitadas,En caso que el administrador seleccione un período y solicite el reporte de demanda por especialidad.,Cuando el administrador genera el reporte.,El sistema muestra las especialidades más solicitadas con número de consultas y tendencia en el período indicado.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Estadísticas de diagnósticos frecuentes,En caso que el administrador solicite el reporte de patologías prevalentes.,Cuando el administrador genera el reporte de diagnósticos.,El sistema muestra los diagnósticos más frecuentes clasificados por código CIE-10 con número de ocurrencias y porcentaje.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tendencia comparativa de consultas,En caso que el administrador compare la demanda entre dos períodos distintos.,Cuando el administrador genera el reporte comparativo.,El sistema muestra la evolución de consultas por especialidad entre ambos períodos con indicadores de variación.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sin datos para el período seleccionado,En caso que no existan consultas registradas en el período indicado.,Cuando el administrador genera el reporte.,El sistema muestra el mensaje 'No hay datos de atención registrados para el período seleccionado'.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HU-RPM-02,Como usuario del sistema (administrativo o médico).,"Necesito exportar cualquier reporte del sistema en formatos estándar (PDF, Excel, CSV).","Con la finalidad de utilizar los datos para fines administrativos, análisis externos o archivo institucional.",,Exportación exitosa en PDF,En caso que el usuario seleccione el formato PDF y el reporte haya sido generado.,Cuando el usuario hace clic en 'Exportar PDF'.,El sistema genera el archivo PDF fiel al reporte visual y lo ofrece para descarga inmediata.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Exportación exitosa en Excel,En caso que el usuario seleccione el formato Excel y el reporte haya sido generado.,Cuando el usuario hace clic en 'Exportar Excel'.,El sistema genera el archivo .xlsx con los datos estructurados en tabla y lo ofrece para descarga en menos de 5 segundos.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Exportación exitosa en CSV,En caso que el usuario seleccione el formato CSV y el reporte haya sido generado.,Cuando el usuario hace clic en 'Exportar CSV'.,El sistema genera el archivo .csv con delimitadores estándar y lo ofrece para descarga inmediata.,,,,,,,,,,,,,,,,,,,,,
,,,,,,Error durante la exportación,En caso que ocurra un fallo técnico durante la generación del archivo de exportación.,Cuando el sistema intenta procesar la exportación.,"El sistema notifica al usuario el error, registra el fallo y permite reintentar la exportación.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
